image_num,golden_label,predicted_label,energy,output0,output1,output2,output3,output4,output5,output6,output7,output8,output9
0,7,7,1.1385049305566944e-10,0.3545098039215686,0.009411764705882342,0.08470588235294119,0.2164705882352942,0.0031372549019608176,0.0031372549019608176,0.0031372549019608176,0.8,0.7498039215686276,0.27294117647058824
1,2,2,1.1554854561030917e-10,0.523921568627451,0.4360784313725492,0.7937254901960786,0.29803921568627456,0.0031372549019608176,0.0031372549019608176,0.4360784313725492,0.0031372549019608176,0.14117647058823535,0.009411764705882342
2,1,1,1.214308326973192e-10,0.015686274509803977,0.8,0.028235294117647136,0.028235294117647136,0.0219607843137255,0.0031372549019608176,0.7184313725490197,0.015686274509803977,0.3231372549019609,0.07215686274509803
3,0,0,1.2238059299427105e-10,0.8,0.0658823529411765,0.009411764705882342,0.015686274509803977,0.12235294117647066,0.028235294117647136,0.6180392156862746,0.015686274509803977,0.05960784313725498,0.053333333333333344
4,4,4,1.2603696874939466e-10,0.0219607843137255,0.009411764705882342,0.16627450980392167,0.015686274509803977,0.8,0.0031372549019608176,0.053333333333333344,0.08470588235294119,0.053333333333333344,0.12235294117647066
5,1,1,1.264104477159939e-10,0.028235294117647136,0.8,0.028235294117647136,0.0219607843137255,0.2164705882352942,0.0031372549019608176,0.7247058823529413,0.0219607843137255,0.1725490196078432,0.053333333333333344
6,4,4,1.1521646417826451e-10,0.0031372549019608176,0.028235294117647136,0.028235294117647136,0.0031372549019608176,0.7811764705882354,0.015686274509803977,0.009411764705882342,0.0031372549019608176,0.7372549019607844,0.14117647058823535
7,9,9,1.2512260257564984e-10,0.4862745098039216,0.0031372549019608176,0.6745098039215687,0.028235294117647136,0.18509803921568635,0.0031372549019608176,0.015686274509803977,0.0658823529411765,0.3545098039215686,0.8
8,5,5,1.135815012747346e-10,0.22901960784313724,0.0031372549019608176,0.009411764705882342,0.053333333333333344,0.3105882352941176,0.8,0.730980392156863,0.009411764705882342,0.7498039215686276,0.040784313725490184
9,9,9,1.1037223873083504e-10,0.4862745098039216,0.009411764705882342,0.05960784313725498,0.0219607843137255,0.1725490196078432,0.040784313725490184,0.0031372549019608176,0.04705882352941182,0.5866666666666667,0.8
10,0,0,1.250572471470408e-10,0.8,0.0658823529411765,0.19137254901960787,0.009411764705882342,0.009411764705882342,0.009411764705882342,0.3105882352941176,0.009411764705882342,0.14117647058823535,0.20392156862745092
11,6,6,1.1737924834551672e-10,0.18509803921568635,0.1725490196078432,0.3105882352941176,0.0031372549019608176,0.3231372549019609,0.14117647058823535,0.8,0.0031372549019608176,0.47372549019607857,0.028235294117647136
12,9,9,1.1847837353690823e-10,0.29803921568627456,0.0031372549019608176,0.009411764705882342,0.040784313725490184,0.4862745098039216,0.0031372549019608176,0.0031372549019608176,0.0219607843137255,0.4611764705882353,0.8
13,0,0,1.256574209812323e-10,0.8,0.1537254901960785,0.009411764705882342,0.015686274509803977,0.0219607843137255,0.03450980392156866,0.712156862745098,0.0219607843137255,0.1725490196078432,0.07843137254901966
14,1,1,1.281632444954668e-10,0.0219607843137255,0.8,0.16627450980392167,0.10352941176470587,0.009411764705882342,0.0031372549019608176,0.5741176470588236,0.0031372549019608176,0.14117647058823535,0.053333333333333344
15,5,5,1.1109063121990887e-10,0.19137254901960787,0.0031372549019608176,0.015686274509803977,0.24784313725490192,0.0031372549019608176,0.8,0.053333333333333344,0.20392156862745092,0.7749019607843137,0.0031372549019608176
16,9,9,1.2052904157292207e-10,0.40470588235294125,0.0031372549019608176,0.09098039215686282,0.040784313725490184,0.5113725490196079,0.009411764705882342,0.0219607843137255,0.009411764705882342,0.16627450980392167,0.8
17,7,7,1.1139160734828598e-10,0.3231372549019609,0.009411764705882342,0.16627450980392167,0.37960784313725493,0.0031372549019608176,0.015686274509803977,0.0031372549019608176,0.8,0.29803921568627456,0.29803921568627456
18,3,3,1.1576250088819108e-10,0.04705882352941182,0.0031372549019608176,0.7184313725490197,0.7937254901960786,0.009411764705882342,0.0031372549019608176,0.040784313725490184,0.14745098039215687,0.6494117647058824,0.015686274509803977
19,4,4,1.2439498930550618e-10,0.028235294117647136,0.015686274509803977,0.4360784313725492,0.03450980392156866,0.8,0.0031372549019608176,0.12235294117647066,0.09098039215686282,0.0219607843137255,0.09725490196078435
20,9,9,1.1901154918828434e-10,0.20392156862745092,0.015686274509803977,0.03450980392156866,0.09725490196078435,0.47372549019607857,0.0031372549019608176,0.0031372549019608176,0.0219607843137255,0.3545098039215686,0.7937254901960786
21,6,6,1.1677484421837533e-10,0.2164705882352942,0.1537254901960785,0.19137254901960787,0.0031372549019608176,0.2164705882352942,0.523921568627451,0.8,0.0031372549019608176,0.3231372549019609,0.009411764705882342
22,6,6,1.1755872090157531e-10,0.5113725490196079,0.09725490196078435,0.18509803921568635,0.015686274509803977,0.4360784313725492,0.33568627450980393,0.8,0.0031372549019608176,0.2603921568627452,0.028235294117647136
23,5,5,1.0941873964090451e-10,0.4360784313725492,0.0031372549019608176,0.0031372549019608176,0.14745098039215687,0.040784313725490184,0.8,0.6180392156862746,0.015686274509803977,0.7372549019607844,0.009411764705882342
24,4,4,1.177648996013007e-10,0.009411764705882342,0.0031372549019608176,0.5615686274509806,0.015686274509803977,0.8,0.0031372549019608176,0.24784313725490192,0.4988235294117649,0.009411764705882342,0.14117647058823535
25,0,0,1.1952487669715417e-10,0.8,0.10352941176470587,0.08470588235294119,0.009411764705882342,0.009411764705882342,0.0031372549019608176,0.730980392156863,0.0219607843137255,0.1537254901960785,0.12235294117647066
26,7,7,1.1587315289208856e-10,0.6807843137254903,0.23529411764705888,0.040784313725490184,0.3921568627450982,0.0031372549019608176,0.015686274509803977,0.0031372549019608176,0.8,0.015686274509803977,0.40470588235294125
27,4,4,1.2180377231473355e-10,0.009411764705882342,0.015686274509803977,0.19137254901960787,0.028235294117647136,0.8,0.0031372549019608176,0.1537254901960785,0.10352941176470587,0.0219607843137255,0.09725490196078435
28,0,0,1.2475202210150137e-10,0.8,0.04705882352941182,0.5113725490196079,0.19137254901960787,0.03450980392156866,0.0031372549019608176,0.3545098039215686,0.028235294117647136,0.1098039215686275,0.08470588235294119
29,1,1,1.296667163273661e-10,0.09725490196078435,0.8,0.04705882352941182,0.40470588235294125,0.015686274509803977,0.0031372549019608176,0.2603921568627452,0.0031372549019608176,0.5113725490196079,0.08470588235294119
30,3,3,1.1115878625870188e-10,0.16627450980392167,0.009411764705882342,0.14117647058823535,0.8,0.04705882352941182,0.009411764705882342,0.009411764705882342,0.11607843137254903,0.37960784313725493,0.18509803921568635
31,1,1,1.2815084660447438e-10,0.0031372549019608176,0.8,0.08470588235294119,0.1537254901960785,0.07215686274509803,0.015686274509803977,0.14117647058823535,0.009411764705882342,0.009411764705882342,0.20392156862745092
32,3,3,1.1377847505296799e-10,0.29803921568627456,0.015686274509803977,0.13490196078431382,0.8,0.040784313725490184,0.0031372549019608176,0.028235294117647136,0.053333333333333344,0.743529411764706,0.015686274509803977
33,4,4,1.2102222539491805e-10,0.47372549019607857,0.0219607843137255,0.44862745098039225,0.0031372549019608176,0.8,0.0031372549019608176,0.7247058823529413,0.028235294117647136,0.16627450980392167,0.0031372549019608176
34,7,7,1.1216782301477429e-10,0.040784313725490184,0.1725490196078432,0.730980392156863,0.053333333333333344,0.0031372549019608176,0.0031372549019608176,0.0031372549019608176,0.8,0.24784313725490192,0.44862745098039225
35,2,2,1.0905156820404492e-10,0.3670588235294119,0.0219607843137255,0.8,0.05960784313725498,0.009411764705882342,0.0031372549019608176,0.20392156862745092,0.009411764705882342,0.40470588235294125,0.015686274509803977
36,7,7,1.1335905715229714e-10,0.10352941176470587,0.0658823529411765,0.6368627450980393,0.0658823529411765,0.0031372549019608176,0.0031372549019608176,0.0031372549019608176,0.8,0.33568627450980393,0.053333333333333344
